event_name,k_neighbors,total_tokens,prompt_tokens,completion_tokens,attacker_address,victim_address,num_paths,prompt_length
event_event_14_Pike_Finance_0x19066f74_20250806_112841_labeled.csv,0,9681,8717,964,需要进一步分析交易的调用者地址，由于没有提供调用者信息，无法直接确定攻击者地址。但是，可以推断攻击者控制了发起这些可疑交易的账户。,Pike Finance 合约 (0x19066f74)，以及可能受到跨链桥攻击影响的其他相关合约。,22,16079
event_event_14_Pike_Finance_0x19066f74_20250806_112841_labeled.csv,1,26962,25959,1003,无法直接从提供的路径中确定攻击者地址，需要进一步分析交易的调用者和合约交互。,0x19066f74 (Pike Finance 合约地址),22,51281
event_event_14_Pike_Finance_0x19066f74_20250806_112841_labeled.csv,2,27076,25959,1117,需要进一步分析交易哈希 e2912b8bf34d561983f2ae95f34e33ecc7792a2905a3e317fcc98052bce66431 和 f8ce549fe83ecaf0d889ef5bda0b613081cefdad5bd82237e3a9014584a95d11 和 a38aa16354122520b56485ad8fd239f2983afe7b524165361044d9b5ee808fed 才能确定攻击者地址。根据路径信息，发起ROOT调用的地址可能是攻击者。,0x19066f74 (Pike Finance 合约地址),22,51281
event_event_14_Pike_Finance_0x19066f74_20250806_112841_labeled.csv,3,27023,25959,1064,未明确识别出单一攻击者地址，可能涉及多个地址协同攻击。需要进一步分析交易的调用者和合约交互情况。,0x19066f74 (Pike Finance 合约地址),22,51281
event_event_14_Pike_Finance_0x19066f74_20250806_112841_labeled.csv,4,26891,25959,932,根据现有信息无法直接确定攻击者地址，但可以推断攻击者控制了具有代理合约升级权限的账户。,Pike Finance 协议地址 (0x19066f74...，从文件名推断)，以及可能受到跨链桥攻击影响的其他协议或用户。,22,51281
event_event_14_Pike_Finance_0x19066f74_20250806_112841_labeled.csv,5,27039,25959,1080,未明确识别出攻击者地址，但交易hash e2912b8bf34d561983f2ae95f34e33ecc7792a2905a3e317fcc98052bce66431 和 f8ce549fe83ecaf0d889ef5bda0b613081cefdad5bd82237e3a9014584a95d11 以及 a38aa16354122520b56485ad8fd239f2983afe7b524165361044d9b5ee808fed 相关的外部调用地址值得关注。,0x19066f74 (Pike Finance 合约),22,51281
event_event_15_JokInTheBoxETH_0xfcd4acbc_20250806_113026_labeled.csv,0,12236,11574,662,无法直接从提供的路径中确定攻击者地址。需要结合交易哈希和外部数据（如Etherscan）来确定发起这些交易的地址。,0xfcd4acbc (JokInTheBoxETH合约地址),30,21428
event_event_15_JokInTheBoxETH_0xfcd4acbc_20250806_113026_labeled.csv,1,44634,43591,1043,需要进一步分析才能确定具体的攻击者地址。但是，可以确定的是，与0x81cdf138交互的地址，以及调用unstake函数的地址，都可能是攻击者控制的地址。,0xfcd4acbc (JokInTheBoxETH合约),30,90930
event_event_15_JokInTheBoxETH_0xfcd4acbc_20250806_113026_labeled.csv,2,44829,43591,1238,无法直接从提供的路径中确定明确的攻击者地址。需要进一步分析ROOT节点的发起者，或者追踪资金流向来确定。,JokInTheBoxETH (0xfcd4acbc),30,90930
event_event_15_JokInTheBoxETH_0xfcd4acbc_20250806_113026_labeled.csv,3,44958,43591,1367,未明确识别出攻击者地址，但0xb61705a0和0x85c9f92b可能与攻击者控制的合约或账户有关。,0xfcd4acbc (JokInTheBoxETH合约地址),30,90930
event_event_15_JokInTheBoxETH_0xfcd4acbc_20250806_113026_labeled.csv,4,44438,43591,847,无法从提供的Top-30可疑路径中直接确定攻击者地址。需要进一步分析完整交易数据才能确定。,0xfcd4acbc (JokInTheBoxETH 合约地址),30,90930
event_event_15_JokInTheBoxETH_0xfcd4acbc_20250806_113026_labeled.csv,5,44773,43591,1182,0x81cdf138,0xfcd4acbc,30,90930
event_event_1_Blueberry_Protocol_0x3aa228a8_20250806_104150_labeled.csv,0,13574,12679,895,0x1d23a9c3,0x3aa228a8,30,23796
event_event_1_Blueberry_Protocol_0x3aa228a8_20250806_104150_labeled.csv,1,181120,180473,647,0x1d23a9c3,0x3aa228a8,30,394720
event_event_1_Blueberry_Protocol_0x3aa228a8_20250806_104150_labeled.csv,2,181382,180473,909,0x1d23a9c3 (基于所有可疑路径中频繁出现的地址),Blueberry Protocol (0x3aa228a8) (基于事件信息),30,394720
event_event_1_Blueberry_Protocol_0x3aa228a8_20250806_104150_labeled.csv,3,181079,180473,606,0x1d23a9c3...,0x3aa228a8...,30,394720
event_event_1_Blueberry_Protocol_0x3aa228a8_20250806_104150_labeled.csv,4,181271,180473,798,0x1d23a9c3...,0x3aa228a8...,30,394720
event_event_1_Blueberry_Protocol_0x3aa228a8_20250806_104150_labeled.csv,5,181717,180473,1244,交易发起者，具体地址需要进一步分析确定，但可以肯定的是，该地址发起了包含这些可疑路径的交易。,Blueberry Protocol (0x3aa228a8),30,394720
event_event_1_Shezmu_0xa3a64255_20250811_102553_labeled.csv,0,5316,4382,934,无法确定具体的攻击者地址。需要进一步分析交易的调用者和资金流向。,Shezmu协议 (0xa3a64255),12,7478
event_event_1_Shezmu_0xa3a64255_20250811_102553_labeled.csv,1,15783,15077,706,需要进一步分析才能确定攻击者地址，但可以确定攻击源头与ROOT相关，需要查看ROOT的调用者。,0x175e8eb8,12,26864
event_event_1_Shezmu_0xa3a64255_20250811_102553_labeled.csv,2,15791,15077,714,未明确识别，需要进一步分析ROOT的实际地址。,0xa3a64255 (Shezmu协议),12,26864
event_event_1_Shezmu_0xa3a64255_20250811_102553_labeled.csv,3,15665,15077,588,需要进一步分析确定，但ROOT节点代表的地址很可能就是攻击者地址，因为所有可疑路径都从ROOT开始。,Shezmu协议 (0xa3a64255),12,26864
event_event_1_Shezmu_0xa3a64255_20250811_102553_labeled.csv,4,15596,15077,519,需要进一步分析确定，但ROOT节点代表的地址很可能就是攻击者地址,Shezmu协议 (0xa3a64255),12,26864
event_event_1_Shezmu_0xa3a64255_20250811_102553_labeled.csv,5,15782,15077,705,需要进一步分析才能确定攻击者地址，但ROOT节点代表了交易的起点，可能与攻击者控制的合约或EOA相关。由于没有提供ROOT节点的具体地址，暂时无法确定。,0xa3a64255 (Shezmu_0xa3a64255)，根据源文件名称判断，这可能是受攻击的合约地址。该合约可能是一个借贷协议或类似的DeFi应用。,12,26864
event_event_2_Barley_Finance_0x356e7481_20250806_104404_labeled.csv,0,12137,11231,906,未明确识别出攻击者地址，但可能与调用`bond`、`debond`、`exactInput`等函数的外部地址有关。需要进一步分析这些函数的调用者。,Barley Finance协议 (0x356e7481)，以及可能受到攻击影响的用户。,30,19022
event_event_2_Barley_Finance_0x356e7481_20250806_104404_labeled.csv,1,85575,84385,1190,0x7f3ad32c,0xbdbc91ab,30,158750
event_event_2_Barley_Finance_0x356e7481_20250806_104404_labeled.csv,2,85502,84385,1117,0x7f3ad32c,0xbdbc91ab,30,158750
event_event_2_Barley_Finance_0x356e7481_20250806_104404_labeled.csv,3,85596,84385,1211,0x7f3ad32c,0xbdbc91ab,30,158750
event_event_2_Barley_Finance_0x356e7481_20250806_104404_labeled.csv,4,85641,84385,1256,未明确识别出攻击者外部账户地址，但合约 0x7f3ad32c 和 0xbdbc91ab 在多条可疑路径中频繁出现，高度怀疑与攻击直接相关。需要进一步分析交易的调用栈才能确定外部攻击者账户。,Barley Finance 协议，特别是与 bond/debond 流程相关的合约和用户。,30,158750
event_event_2_Barley_Finance_0x356e7481_20250806_104404_labeled.csv,5,85469,84385,1084,未提供，需要进一步分析交易哈希对应的外部调用者。,0x356e7481 (Barley Finance),30,158750
event_event_2_Spectra_0x53635bf7_20250811_104636_labeled.csv,0,13392,12445,947,需要进一步分析交易哈希对应的外部账户地址，才能确定攻击者地址。目前信息不足以直接确定。,0x53635bf7 (Spectra合约地址，从源文件名推断),30,22180
event_event_2_Spectra_0x53635bf7_20250811_104636_labeled.csv,1,128447,127251,1196,无法直接从提供的路径中确定攻击者地址。需要进一步分析交易的调用者和资金流向才能确定。,0x53635bf7 (Spectra协议),30,244135
event_event_2_Spectra_0x53635bf7_20250811_104636_labeled.csv,2,128718,127251,1467,未提供攻击者地址，需要从交易Hash中进一步分析,0x53635bf7_20250811_104636 (Spectra协议),30,244135
event_event_2_Spectra_0x53635bf7_20250811_104636_labeled.csv,3,128565,127251,1314,0x67b88b1b7a0be21fa82fd047fa1da5eed66dee92a8b89335591aa4bbe31c3f36 (基于交易Hash 67b88b1b7a0be21fa82fd047fa1da5eed66dee92a8b89335591aa4bbe31c3f36),0x53635bf7 (Spectra协议地址),30,244135
event_event_2_Spectra_0x53635bf7_20250811_104636_labeled.csv,4,128512,127251,1261,无法直接从提供的路径中确定攻击者地址，需要进一步分析交易发起者和相关合约交互。,0x53635bf7 (Spectra协议合约地址，从文件名推断),30,244135
event_event_2_Spectra_0x53635bf7_20250811_104636_labeled.csv,5,128121,127251,870,需要进一步分析交易哈希(67b88b1b7a0be21fa82fd047fa1da5eed66dee92a8b89335591aa4bbe31c3f36和7faf7976dcd962d43f6db829ecd7638f84b2c12854180e9884e8c27f37083852)的发起者来确定。,0x53635bf7 (Spectra协议),30,244135
event_event_3_Vestra_DAO_0x954386cb_20250811_154020_labeled.csv,0,8146,7144,1002,需要进一步分析才能确定具体的攻击者地址。由于没有直接的外部调用者信息，攻击者可能是通过合约交互触发的恶意行为。可能的攻击者地址需要通过分析交易哈希对应的外部调用者来确定。,0x954386cb (Vestra DAO),19,12554
event_event_3_Vestra_DAO_0x954386cb_20250811_154020_labeled.csv,1,151064,150213,851,需要进一步分析交易数据才能确定具体的攻击者地址。目前只能确定存在潜在的攻击行为。,0x954386cb_20250811_154020 (Vestra DAO 合约),19,305775
event_event_3_Vestra_DAO_0x954386cb_20250811_154020_labeled.csv,2,151192,150213,979,需要进一步分析确定具体地址，但从`transferFrom`和`exactInputSingle`等调用来看，攻击者可能通过合约进行攻击。,0x954386cb...,19,305775
event_event_3_Vestra_DAO_0x954386cb_20250811_154020_labeled.csv,3,151140,150213,927,需要进一步分析才能确定具体的攻击者地址，但可以确定攻击者利用了合约漏洞并可能通过Uniswap V3进行清洗。,0x954386cb_20250811_154020 (Vestra DAO 合约),19,305775
event_event_3_Vestra_DAO_0x954386cb_20250811_154020_labeled.csv,4,151239,150213,1026,需要进一步分析具体交易的调用者地址，但从模式上看，攻击者是发起 `exactInputSingle` 或 `start`/`stake` 交易的地址。,0x954386cb... (Vestra DAO 合约地址),19,305775
event_event_3_Vestra_DAO_0x954386cb_20250811_154020_labeled.csv,5,151320,150213,1107,需要进一步分析交易哈希 a0dcf9b177702c58c5d0353aff2caeab12589bce204fb2d0e62ccbf5717f1798 和 213991ca681019f599f8f52a25ab6a5e39e690eac2ad206faf24f0c549e844c7 才能确定攻击者地址。目前信息不足以直接识别。,0x954386cb_20250811_154020 (Vestra DAO),19,305775
event_event_4_Prisma_Finance_0x7e39e3b3_20250811_164442_labeled.csv,0,13844,12972,872,需要进一步分析才能确定攻击者地址。由于没有直接的外部调用者信息，需要分析交易的调用栈和合约内部逻辑来确定。,Prisma Finance 协议 (0x7e39e3b3) 以及使用该协议的用户。,30,24617
event_event_4_Prisma_Finance_0x7e39e3b3_20250811_164442_labeled.csv,1,100385,99371,1014,0x00c503b595946bccaea3d58025b5f9b3726177bbdc9674e634244135282116c7,0x7e39e3b3,30,207725
event_event_4_Prisma_Finance_0x7e39e3b3_20250811_164442_labeled.csv,2,100728,99371,1357,0x00c503b595946bccaea3d58025b5f9b3726177bb,Prisma Finance 协议 (0x7e39e3b3),30,207725
event_event_4_Prisma_Finance_0x7e39e3b3_20250811_164442_labeled.csv,3,100562,99371,1191,0x00c503b595946bccaea3d58025b5f9b3726177bbdc9674e634244135282116c7,Prisma Finance 协议 (0x7e39e3b3_20250811_164442_labeled.csv),30,207725
event_event_4_Prisma_Finance_0x7e39e3b3_20250811_164442_labeled.csv,4,100703,99371,1332,0x00c503b595946bccaea3d58025b5f9b3726177bbdc9674e634244135282116c7,Prisma Finance 协议 (0x7e39e3b3_20250811_164442_labeled.csv),30,207725
event_event_4_Prisma_Finance_0x7e39e3b3_20250811_164442_labeled.csv,5,100504,99371,1133,0x00c503b595946bccaea3d58025b5f9b3726177bbdc9674e634244135282116c7 (基于交易Hash),Prisma Finance 协议 (0x7e39e3b3),30,207725
event_event_4_Wise_Lending_0xb90cf1d7_20250806_105402_labeled.csv,0,13578,12705,873,0x0826c023,0xb90cf1d7,30,22564
event_event_4_Wise_Lending_0xb90cf1d7_20250806_105402_labeled.csv,1,521861,521089,772,需要进一步分析才能确定，但ROOT节点代表的地址很可能与攻击者相关,0xb90cf1d7... (Wise Lending),30,946041
event_event_4_Wise_Lending_0xb90cf1d7_20250806_105402_labeled.csv,2,521989,521089,900,0x04e16a79ff928db2fa88619cdd045cdfc7979a61d836c9c9e585b3d6f6d8bc31,0xb90cf1d7,30,946041
event_event_4_Wise_Lending_0xb90cf1d7_20250806_105402_labeled.csv,3,521883,521089,794,交易Hash: 04e16a79ff928db2fa88619cdd045cdfc7979a61d836c9c9e585b3d6f6d8bc31 的发起者地址（未提供，需要从链上数据获取）,0xb90cf1d7... (Wise Lending),30,946041
event_event_4_Wise_Lending_0xb90cf1d7_20250806_105402_labeled.csv,4,521996,521089,907,0x04e16a79ff928db2fa88619cdd045cdfc7979a61d836c9c9e585b3d6f6d8bc31,0xb90cf1d7,30,946041
event_event_4_Wise_Lending_0xb90cf1d7_20250806_105402_labeled.csv,5,522050,521089,961,0xfe03cca92ab88d1c,0xb90cf1d7,30,946041
event_event_5_UniLend_0x55f5f805_20250806_105536_labeled.csv,0,11690,11015,675,无法直接从提供的路径中确定攻击者地址。需要进一步分析交易的调用者和合约交互情况。,0x55f5f805 (UniLend合约地址，从文件名推断),30,18779
event_event_5_UniLend_0x55f5f805_20250806_105536_labeled.csv,1,93871,93111,760,根据提供的路径信息，无法直接确定攻击者地址。需要进一步分析交易的调用栈和事件日志来确定闪电贷的发起者。,0x55f5f805 (UniLend),30,173709
event_event_5_UniLend_0x55f5f805_20250806_105536_labeled.csv,2,93756,93111,645,根据目前信息无法直接判断攻击者地址，需要进一步分析交易发起地址和资金最终流向。,0x55f5f805 (UniLend),30,173709
event_event_5_UniLend_0x55f5f805_20250806_105536_labeled.csv,3,93868,93111,757,0x55f5f805...,UniLend协议,30,173709
event_event_5_UniLend_0x55f5f805_20250806_105536_labeled.csv,4,94322,93111,1211,根据提供的路径信息，无法直接确定攻击者地址。需要进一步分析交易的输入数据和事件日志，才能确定攻击发起者的具体地址。但可以确定攻击涉及闪电贷，因此攻击者很可能是一个合约地址。,0x55f5f805 (UniLend),30,173709
event_event_5_UniLend_0x55f5f805_20250806_105536_labeled.csv,5,93769,93111,658,未提供，需要进一步分析具体交易执行的外部调用者。,0x55f5f805_20250806_105536_labeled.csv 对应的UniLend合约地址（需要根据源文件确定具体合约地址）,30,173709
event_event_6_Euler_Finance_0xebc29199_20250806_105743_labeled.csv,0,12825,11462,1363,0x863df8af,0xebc29199,30,20678
event_event_6_Euler_Finance_0xebc29199_20250806_105743_labeled.csv,1,144757,143189,1568,c310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,0xebc29199,30,287467
event_event_6_Euler_Finance_0xebc29199_20250806_105743_labeled.csv,2,144412,143189,1223,c310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d (交易Hash),0xebc29199 (Euler Finance),30,287467
event_event_6_Euler_Finance_0xebc29199_20250806_105743_labeled.csv,3,144421,143189,1232,c310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,0xebc29199,30,287467
event_event_6_Euler_Finance_0xebc29199_20250806_105743_labeled.csv,4,144323,143189,1134,0xc310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,0xebc29199,30,287467
event_event_6_Euler_Finance_0xebc29199_20250806_105743_labeled.csv,5,144317,143189,1128,c310a0affe2169d1f6feec1c63dbc7f7c62a887fa48795d327d4d2da2d6b111d,0xebc29199,30,287467
event_event_8_OTSea_0x00000000_20250806_110443_labeled.csv,0,11140,10424,716,无法直接从提供的路径中确定攻击者地址，需要进一步分析交易的调用者和资金流向。,OTSea 协议 (0x00000000_20250806_110443_labeled.csv),28,18539
event_event_8_OTSea_0x00000000_20250806_110443_labeled.csv,1,50448,49738,710,未明确识别出单一攻击者地址，可能涉及多个地址协同攻击。需要进一步分析交易发起者和资金流向。,OTSea协议 (0x00000000_20250806_110443_labeled.csv),28,100595
event_event_8_OTSea_0x00000000_20250806_110443_labeled.csv,2,50521,49738,783,未明确识别出攻击者地址，但需要关注与swap、claim和withdraw相关的外部调用者。,OTSea合约 (0x00000000_20250806_110443_labeled.csv),28,100595
event_event_8_OTSea_0x00000000_20250806_110443_labeled.csv,3,50787,49738,1049,未明确识别出攻击者地址，需要进一步分析交易发起者和相关地址。,OTSea协议 (0x00000000_20250806_110443_labeled.csv),28,100595
event_event_8_OTSea_0x00000000_20250806_110443_labeled.csv,4,50683,49738,945,无法直接从提供的路径中确定攻击者地址。需要进一步分析交易的外部调用者和资金最终流向才能确定。,OTSea合约 (0x00000000_20250806_110443_labeled.csv),28,100595
event_event_8_OTSea_0x00000000_20250806_110443_labeled.csv,5,50551,49738,813,未明确，需要进一步分析具体交易的from地址。,OTSea合约 (0x00000000_20250806_110443_labeled.csv),28,100595
event_event_9_Dexible_0x684083f3_20250806_110455_labeled.csv,0,7783,6824,959,无法直接从提供的路径中确定攻击者地址。需要进一步分析交易的调用者和相关参数。,Dexible协议 (0x684083f3) 是潜在的受害者，因为所有可疑路径都源自该合约。,18,12730
event_event_9_Dexible_0x684083f3_20250806_110455_labeled.csv,1,41852,40782,1070,无法直接从提供的路径中确定攻击者地址。需要进一步分析交易的调用者和合约交互情况。,0x684083f3 (Dexible合约地址),18,85770
event_event_9_Dexible_0x684083f3_20250806_110455_labeled.csv,2,41780,40782,998,根据现有信息，无法直接确定攻击者地址。需要进一步分析ROOT节点的调用者，以及selfSwap的参数。,Dexible协议 (0x684083f3),18,85770
event_event_9_Dexible_0x684083f3_20250806_110455_labeled.csv,3,41406,40782,624,无法直接从提供的路径中确定攻击者地址，需要进一步分析ROOT节点的调用者。,0x684083f3 (Dexible合约地址),18,85770
event_event_9_Dexible_0x684083f3_20250806_110455_labeled.csv,4,41832,40782,1050,无法直接从提供的路径中确定攻击者地址。需要进一步分析交易的输入数据和事件日志，才能确定发起这些可疑操作的外部账户地址。,Dexible合约地址 (0x684083f3) 可以被认为是受害者，因为攻击的目标是利用或操纵该合约的功能。此外，如果攻击涉及资金盗取，那么持有相关代币的用户或流动性提供者也可能成为受害者。,18,85770
event_event_9_Dexible_0x684083f3_20250806_110455_labeled.csv,5,41758,40782,976,未明确识别出攻击者地址。由于所有路径都从ROOT开始，无法直接确定外部调用者。需要进一步分析交易的原始输入数据和合约状态来确定攻击发起者。,0x684083f3 (Dexible合约地址),18,85770
